id,title,body,asin,body_html,link,rating,vine_program,verified_purchase,helpful_votes,review_country,is_global_review,position,page,date.raw,date.utc,profile.name,profile.link,profile.id,profile.image,images,videos,attributes,attributes_flat
R1T0AYEHD29KZV,Excellent Book to Change Your Mindset About Money,Very well written book that will start your journey on changing your mindset on money. Definitely recommended!,0857197681,<span>Very well written book that will start your journey on changing your mindset on money. Definitely recommended!</span>,https://www.amazon.ca/gp/customer-reviews/R1T0AYEHD29KZV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0857197681,5,False,True,,ca,False,1,2,"Reviewed in Canada on May 10, 2024",2024-05-10T00:00:00.000Z,Alex Tracey,https://www.amazon.ca/gp/profile/amzn1.account.AGARBTCDEVMQJGID5VFZ5ZKYYGJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AGARBTCDEVMQJGID5VFZ5ZKYYGJA,,,,,
R38QCOID5RVHPH,OK  book by an author who makes his living selling books,Ok book. Author makes his modest living writing and selling books. Author is not doing things really well but is a bit of a fraud.,0857197681,<span>Ok book. Author makes his modest living writing and selling books.<br>Author is not doing things really well but is a bit of a fraud.</span>,https://www.amazon.ca/gp/customer-reviews/R38QCOID5RVHPH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0857197681,5,False,True,,ca,False,2,2,"Reviewed in Canada on April 12, 2024",2024-04-12T00:00:00.000Z,I Can I Might,https://www.amazon.ca/gp/profile/amzn1.account.AE6TBDS6PPAVYNMOHBUQ3W6AYY3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AE6TBDS6PPAVYNMOHBUQ3W6AYY3Q,,,,,
R2SPWJHAOF57ZP,Good Read,Good Read,0857197681,<span>Good Read</span>,https://www.amazon.ca/gp/customer-reviews/R2SPWJHAOF57ZP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0857197681,4,False,True,,ca,False,3,2,"Reviewed in Canada on April 3, 2024",2024-04-03T00:00:00.000Z,Pawan,https://www.amazon.ca/gp/profile/amzn1.account.AFTHA5KXSQ7EZBZHQSC3JA5UWJ7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AFTHA5KXSQ7EZBZHQSC3JA5UWJ7A,,,,,
R18Q27V9LLHRVR,Nice,Best for knowledge,0857197681,<span>Best for knowledge</span>,https://www.amazon.ca/gp/customer-reviews/R18Q27V9LLHRVR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0857197681,5,False,True,,ca,False,4,2,"Reviewed in Canada on April 12, 2024",2024-04-12T00:00:00.000Z,preet,https://www.amazon.ca/gp/profile/amzn1.account.AHRNZ6R6ZGPLNTNNECJHG5ZQLIEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AHRNZ6R6ZGPLNTNNECJHG5ZQLIEA,,,,,
R21BJ5H0JOXT9,Good print quality :),"238 pages of text in case you were wondering!  Something worth mentioning is that if you buy the physical book you’ll get access to an online version, so you can read it anywhere on you phone or tablet :)",0857197681,"<span>238 pages of text in case you were wondering!<br><br>Something worth mentioning is that if you buy the physical book you’ll get access to an online version, so you can read it anywhere on you phone or tablet :)</span>",https://www.amazon.ca/gp/customer-reviews/R21BJ5H0JOXT9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0857197681,5,False,True,4.0,ca,False,5,2,"Reviewed in Canada on March 20, 2024",2024-03-20T00:00:00.000Z,Kevin J.,https://www.amazon.ca/gp/profile/amzn1.account.AHZDIJZX5LOQ5GZI453QMBXGELBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AHZDIJZX5LOQ5GZI453QMBXGELBA,,"[{'link': 'https://m.media-amazon.com/images/I/61+1lwVZoNL.jpg'}, {'link': 'https://m.media-amazon.com/images/I/61QiGL-3leL.jpg'}]",,,
R15MSP3T5V65FQ,Gift,Liked very much,0857197681,<span>Liked very much</span>,https://www.amazon.ca/gp/customer-reviews/R15MSP3T5V65FQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0857197681,5,False,True,,ca,False,6,2,"Reviewed in Canada on April 6, 2024",2024-04-06T00:00:00.000Z,Curious,https://www.amazon.ca/gp/profile/amzn1.account.AHBWWEIYWC7QTF3FQHO25YQ3PK5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AHBWWEIYWC7QTF3FQHO25YQ3PK5A,,,,,
R2842WR7SV10TI,Well worth the read.,This book is about money from a different perspective. So many factors go into how and why you deal with money like you do.  I just finished this book and I’m already reading it again but this time with a hi-lighter.,0857197681,<span>This book is about money from a different perspective. So many factors go into how and why you deal with money like you do.<br><br>I just finished this book and I’m already reading it again but this time with a hi-lighter.</span>,https://www.amazon.ca/gp/customer-reviews/R2842WR7SV10TI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0857197681,4,False,True,5.0,ca,False,7,2,"Reviewed in Canada on February 22, 2024",2024-02-22T00:00:00.000Z,Amazon Customer,https://www.amazon.ca/gp/profile/amzn1.account.AHABG3JYN4ZCN7PPWNH2T6GYTHSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AHABG3JYN4ZCN7PPWNH2T6GYTHSA,,,,,
R1OZR4MIBZ17MS,Made me think what my views are,Very interesting world history and stories of individuals. Made me think what are my ideas on money and how can I make them more positive.,0857197681,<span>Very interesting world history and stories of individuals. Made me think what are my ideas on money and how can I make them more positive.</span>,https://www.amazon.ca/gp/customer-reviews/R1OZR4MIBZ17MS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0857197681,5,False,True,,ca,False,8,2,"Reviewed in Canada on March 18, 2024",2024-03-18T00:00:00.000Z,Barb keet,https://www.amazon.ca/gp/profile/amzn1.account.AGNF6B3ZMLOUXCKDK26R73E7O5GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AGNF6B3ZMLOUXCKDK26R73E7O5GQ,,,,,
R1481B8RN2TVBG,A must have book,A great guidebook,0857197681,<span>A great guidebook</span>,https://www.amazon.ca/gp/customer-reviews/R1481B8RN2TVBG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0857197681,5,False,True,,ca,False,9,2,"Reviewed in Canada on April 2, 2024",2024-04-02T00:00:00.000Z,Jose,https://www.amazon.ca/gp/profile/amzn1.account.AFRKPWZ3IV75HVISAJG5SVGWUIPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AFRKPWZ3IV75HVISAJG5SVGWUIPA,,,,,
RK6R8TVJP3EH1,practical knowledge,valuable information and practical knowledge,0857197681,<span>valuable information and practical knowledge</span>,https://www.amazon.ca/gp/customer-reviews/RK6R8TVJP3EH1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=0857197681,5,False,True,,ca,False,10,2,"Reviewed in Canada on March 26, 2024",2024-03-26T00:00:00.000Z,vahid.en,https://www.amazon.ca/gp/profile/amzn1.account.AEVIBELTZURJ4YTLL4TSQPM6IX7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AEVIBELTZURJ4YTLL4TSQPM6IX7Q,,,,,
R366Y3EP4BFRMK,Cosmo Kramer,"Three-time Emmy Award–winning actor Michael Richards, beloved for starring as Cosmo Kramer on the groundbreaking television series Seinfeld and considered one of the great physical comedians of our time, serves up an irresistibly candid, insightful, humorous, and complex memoir about his life and storied career with Jerry Seinfeld, Larry David, Jason Alexander, Julia Louis-Dreyfus, and other celebrated figures in show business.",,"<span>Three-time Emmy Award–winning actor Michael Richards, beloved for starring as Cosmo Kramer on the groundbreaking television series Seinfeld and considered one of the great physical comedians of our time, serves up an irresistibly candid, insightful, humorous, and complex memoir about his life and storied career with Jerry Seinfeld, Larry David, Jason Alexander, Julia Louis-Dreyfus, and other celebrated figures in show business.</span>",,5,False,True,9.0,us,True,1,1,"Reviewed in the United States on June 5, 2024",2024-06-05T00:00:00.000Z,Amazon Customer,,,,,,,
RUPX3V2E7K6B8,Human and heartfelt,"I just got the book yesterday, and having grown up on Seinfeld, I was very eager to begin it. The writing is lucid and sharp—the book is rooted within humility and honesty, and I couldn't recommend it more.",,"<span>I just got the book yesterday, and having grown up on Seinfeld, I was very eager to begin it. The writing is lucid and sharp—the book is rooted within humility and honesty, and I couldn't recommend it more.</span>",,5,False,True,16.0,us,True,2,1,"Reviewed in the United States on June 5, 2024",2024-06-05T00:00:00.000Z,Rebecca,,,,,,,
R5DM8A2UO2Z9N,"Yes, yes yes",Love love love. Inside look at an anomaly of a person.,,<span>Love love love. Inside look at an anomaly of a person.</span>,,5,False,True,5.0,us,True,3,1,"Reviewed in the United States on June 6, 2024",2024-06-06T00:00:00.000Z,ASHLEY S,,,,,,,
R3SGPS32AFOG6R,Entrances and exits,Excellent book by Michael Richard’s I enjoyed this book,,<span>Excellent book by Michael Richard’s I enjoyed this book</span>,,5,False,True,6.0,us,True,4,1,"Reviewed in the United States on June 6, 2024",2024-06-06T00:00:00.000Z,Maryann Mcdonnell,,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/05a2243b-6168-46fb-8850-d03948826292._CR0,0,500,500_SX48_.jpg",,,,
RAT649PLIEI5F,Super food recipes for your best friends!,"I was so excited to receive my hard cover copy however while waiting there was a pre release in our area of the book where I also received a free signed copy and met the authors. This is not just a book of knowledge but has beautiful photographs to inspire your mind while you make new recipes for your beloved pet. Rodney is a bit of a local hero in his home town and I have had the pleasure of working with him years ago to help two of my pets. One with cancer and one with stomach issues. His help helped them both live longer and healthier lives. Dr.Becker is also amazing and the co authors work so well together,to give us easy to ready and follow instructions,to make our pets lives longer and healthier. There is nothing else out there that I’d rather follow or use in the everyday care of my pets. Thank you for all you do for our pets!",144347004X,"<span>I was so excited to receive my hard cover copy however while waiting there was a pre release in our area of the book where I also received a free signed copy and met the authors.<br>This is not just a book of knowledge but has beautiful photographs to inspire your mind while you make new recipes for your beloved pet.<br>Rodney is a bit of a local hero in his home town and I have had the pleasure of working with him years ago to help two of my pets. One with cancer and one with stomach issues. His help helped them both live longer and healthier lives.<br>Dr.Becker is also amazing and the co authors work so well together,to give us easy to ready and follow instructions,to make our pets lives longer and healthier. There is nothing else out there that I’d rather follow or use in the everyday care of my pets.<br>Thank you for all you do for our pets!</span>",https://www.amazon.ca/gp/customer-reviews/RAT649PLIEI5F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=144347004X,5,False,True,5.0,ca,False,1,1,"Reviewed in Canada on June 5, 2024",2024-06-05T00:00:00.000Z,Nikki White,https://www.amazon.ca/gp/profile/amzn1.account.AFAFSM3UVUJY3WXSOGWYPA56ZDNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AFAFSM3UVUJY3WXSOGWYPA56ZDNA,,"[{'link': 'https://m.media-amazon.com/images/I/71Fr6CVkdkL.jpg'}, {'link': 'https://m.media-amazon.com/images/I/71zHsukmoIL.jpg'}, {'link': 'https://m.media-amazon.com/images/I/81pmVHsS+4L.jpg'}]",,,
R2NK3Z7PC5TH3U,My expectations have been outdone!,"Awesome in content, appearance, intention, and energy. Informative, educational, functional, and fun! The recipes aren't all about food, but also about the household environment and the body too. Suitable for beginners worried about doing it ""right"" when it comes to nutritional gaps through to experienced fresh feeders looking for creative ideas and new recipes. You don't need to ""do it all"" to make a difference, and you don't have to be overwhelmed by needing to do it all at once either: small steps will take you great distances.",144347004X,"<span>Awesome in content, appearance, intention, and energy. Informative, educational, functional, and fun!<br>The recipes aren't all about food, but also about the household environment and the body too. Suitable for beginners worried about doing it ""right"" when it comes to nutritional gaps through to experienced fresh feeders looking for creative ideas and new recipes. You don't need to ""do it all"" to make a difference, and you don't have to be overwhelmed by needing to do it all at once either: small steps will take you great distances.</span>",https://www.amazon.ca/gp/customer-reviews/R2NK3Z7PC5TH3U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=144347004X,5,False,True,2.0,ca,False,2,1,"Reviewed in Canada on June 4, 2024",2024-06-04T00:00:00.000Z,renee morin,https://www.amazon.ca/gp/profile/amzn1.account.AHIBDDCXPHUP53R3K5B7HKXVZU7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AHIBDDCXPHUP53R3K5B7HKXVZU7Q,,,,,
R6HURHWZBZOS3,Fantastic book! A must read for pet parents everywhere!,"I , like so many others , pre-ordered this book in Jan. It was released and arrived on the promised date of June 4. I could not wait to dig in and learn as much as I can. My pets have always eaten human grade food, now I can take it to the next level. The recipes are not complex, and are easy to follow. The visuals are beautifully done! I love the inclusion of treats and toppers- Chapter 3, and the easy to make, home cleaning products! This book is long overdue. I hope pet parents everywhere are able to purchase this well thought out and well researched book. Vets should have this in their clinics! Thank you Rodney and Dr. Karen. FANTASTIC work to provide the best possible preventative medicine for our 4 legged family members! An ounce of prevention, is worth a pound of cure! You and your pets will not be disappointed!",144347004X,"<span>I , like so many others , pre-ordered this book in Jan. It was released and arrived on the promised date of June 4. I could not wait to dig in and learn as much as I can. My pets have always eaten human grade food, now I can take it to the next level. The recipes are not complex, and are easy to follow. The visuals are beautifully done!<br>I love the inclusion of treats and toppers- Chapter 3, and the easy to make, home cleaning products! This book is long overdue. I hope pet parents everywhere are able to purchase this well thought out and well researched book. Vets should have this in their clinics! Thank you Rodney and Dr. Karen. FANTASTIC work to provide the best possible preventative medicine for our 4 legged family members! An ounce of prevention, is worth a pound of cure! You and your pets will not be disappointed!</span>",https://www.amazon.ca/gp/customer-reviews/R6HURHWZBZOS3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=144347004X,5,False,True,3.0,ca,False,3,1,"Reviewed in Canada on June 5, 2024",2024-06-05T00:00:00.000Z,Rockie,https://www.amazon.ca/gp/profile/amzn1.account.AFCEYD6SYTX5BRXQM6RPA3TFHWYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AFCEYD6SYTX5BRXQM6RPA3TFHWYA,,"[{'link': 'https://m.media-amazon.com/images/I/71Jni+UeSpL.jpg'}, {'link': 'https://m.media-amazon.com/images/I/71e3Fr9G3JL.jpg'}]",,,
R1NELAF62ODV8C,Best purchase I've made,"I preordered this book several months ago and just received it last night, and all i can say is WOW!!! This is the book I have dreamed about. As a holistic pet parent who has worked in the pet health industry there have been very few resources for pet parents looking to actively make changes in their dog's diet, lifestyle and product use. The onus has always been on the pet owner to do their own research and weigh the conflicting views and theories on their own. This book is magic, and filled with so many insightful tips, recipes for food and household items",144347004X,"<span>I preordered this book several months ago and just received it last night, and all i can say is WOW!!!<br>This is the book I have dreamed about. As a holistic pet parent who has worked in the pet health industry there have been very few resources for pet parents looking to actively make changes in their dog's diet, lifestyle and product use. The onus has always been on the pet owner to do their own research and weigh the conflicting views and theories on their own. This book is magic, and filled with so many insightful tips, recipes for food and household items</span>",https://www.amazon.ca/gp/customer-reviews/R1NELAF62ODV8C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=144347004X,5,False,True,2.0,ca,False,4,1,"Reviewed in Canada on June 5, 2024",2024-06-05T00:00:00.000Z,Amazon Customer,https://www.amazon.ca/gp/profile/amzn1.account.AGZYDNK3C6URM62TQQ6GC2BBIMTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AGZYDNK3C6URM62TQQ6GC2BBIMTA,,,,,
